codigo_ibge,cidade,ano,populacao,log_pop,dlog_pop,dlog_aluguel,caged_per_capita,selic_media,d_ic_br,dlog_incc_lag1,dlog_area,dlog_pop_lag1,dlog_area_lag1
2304400,Fortaleza,2018,2458434.677536734,14.715035395433036,-0.0030782934879471,-0.03059606014649,0.0023051253107437197,6.580821917808219,0.1756681817475085,0.0416343962047243,-0.11640619148442077,-0.0022758360508721,1.2680941503407634
2304400,Fortaleza,2019,2460312.429824838,14.715798903838058,0.0007635084050221,0.0386582653364144,0.0004999365060670648,6.035616438356165,0.0100024686568744,0.0376786557813044,1.2119413207325174,-0.0030782934879471,-0.11640619148442077
2304400,Fortaleza,2020,2453895.740875882,14.713187417969811,-0.0026114858682451,0.0148586222699642,0.004498561131232002,2.8866120218579234,0.2149768891333097,0.0407005696095064,-0.09513608306994037,0.0007635084050221,1.2119413207325174
2304400,Fortaleza,2021,2446950.2289978587,14.710353002617572,-0.0028344153522414,0.0368368488722721,0.02017000567282204,4.537671232876712,0.4996066344070957,0.084420615145901,-0.43178719388707876,-0.0026114858682451,-0.09513608306994037
2304400,Fortaleza,2022,2424880.0,14.701292596593238,-0.009060406024334,0.1997662040633749,0.016644947378839366,12.547260273972602,0.1840116327816385,0.1296943380046897,2.23384658355754,-0.0028344153522414,-0.43178719388707876
2611606,Recife,2017,1527061.7870243113,14.23885604639743,-0.004663841128714,0.020695640156378,-0.005381576613225256,10.154794520547943,-0.0353225274230802,0.0594540190399834,0.8886819807073127,-0.0044620912477242,-0.7091870190075031
2611606,Recife,2018,1516237.1641491463,14.231742273680506,-0.0071137727169237,0.0648073762823915,-0.004127982183784757,6.580821917808219,0.1756681817475085,0.0416343962047243,0.3350536700514848,-0.004663841128714,0.8886819807073127
2611606,Recife,2019,1508923.4434741968,14.226907003178846,-0.0048352705016601,0.0459268433901476,0.0026157722030696884,6.035616438356165,0.0100024686568744,0.0376786557813044,7.297940074420557,-0.0071137727169237,0.3350536700514848
2611606,Recife,2020,1501466.0763046867,14.22195257294662,-0.0049544302322264,0.0723757630136803,-0.0019154611918227478,2.8866120218579234,0.2149768891333097,0.0407005696095064,-4.635358546027138,-0.0048352705016601,7.297940074420557
2611606,Recife,2021,1493852.7909350423,14.216869106309474,-0.0050834666371457,0.0764054686851576,0.01987679119400671,4.537671232876712,0.4996066344070957,0.084420615145901,-0.8983427161277806,-0.0049544302322264,-4.635358546027138
2611606,Recife,2022,1479517.0,14.207226241124756,-0.009642865184718,0.1526223970670801,0.01786664161344547,12.547260273972602,0.1840116327816385,0.1296943380046897,-0.45231913990350847,-0.0050834666371457,-0.8983427161277806
2927408,Salvador,2016,2677063.445918232,14.800231022602002,-0.0097020706092578,-0.0484020889455845,-0.010526833065151328,14.17896174863388,0.0260811573385317,0.0721482376885793,-5.818493817054803,-0.0092703854506464,4.016026375187799
2927408,Salvador,2017,2650130.4465816063,14.790119421876025,-0.0101116007259793,-0.0113827770941954,-0.0022447951600547034,10.154794520547943,-0.0353225274230802,0.0594540190399834,1.5094329598537488,-0.0097020706092578,-5.818493817054803
2927408,Salvador,2018,2523972.469470532,14.741344595083964,-0.0487748267920586,0.0385030664568377,0.0015412212482713915,6.580821917808219,0.1756681817475085,0.0416343962047243,4.2174154141513895,-0.0101116007259793,1.5094329598537488
2927408,Salvador,2019,2498197.760117501,14.731080133914991,-0.0102644611689708,0.0109986717868681,0.00047594310545858316,6.035616438356165,0.0100024686568744,0.0376786557813044,-1.4602066085107577,-0.0487748267920586,4.2174154141513895
2927408,Salvador,2020,2472047.474435507,14.72055730224404,-0.0105228316709542,0.0133034097790223,-0.0015938205235721456,2.8866120218579234,0.2149768891333097,0.0407005696095064,1.278540814393116,-0.0102644611689708,-1.4602066085107577
2927408,Salvador,2021,2445494.941408935,14.70975809042902,-0.0107992118150175,0.0462996679332472,0.01363691228115421,4.537671232876712,0.4996066344070957,0.084420615145901,0.21099837844774783,-0.0105228316709542,1.278540814393116
2927408,Salvador,2022,2407866.0,14.69425143602192,-0.0155066544071029,0.1291708831420677,0.013967969978395807,12.547260273972602,0.1840116327816385,0.1296943380046897,1.959962877949387,-0.0107992118150175,0.21099837844774783
3106200,Belo Horizonte,2017,2390665.265622037,14.68708223899121,-0.0036350477712527,0.0111578840801422,-0.0021797279924273,10.154794520547943,-0.0353225274230802,0.0594540190399834,-0.6310880549303057,-0.003397963344252,-0.20210715131317514
3106200,Belo Horizonte,2018,2351345.2848729216,14.67049818397473,-0.0165840550164784,0.0279888530295369,0.011335638441310636,6.580821917808219,0.1756681817475085,0.0416343962047243,2.285127985746355,-0.0036350477712527,-0.6310880549303057
3106200,Belo Horizonte,2019,2342999.963175897,14.666942701773284,-0.0035554822014454,0.0395511581320118,0.008864703511069038,6.035616438356165,0.0100024686568744,0.0376786557813044,0.5484027215769824,-0.0165840550164784,2.285127985746355
3106200,Belo Horizonte,2020,2333718.013840795,14.66297326783768,-0.0039694339356053,0.0447862006340069,-0.0018901169609349881,2.8866120218579234,0.2149768891333097,0.0407005696095064,-0.9309024423240118,-0.0035554822014454,0.5484027215769824
3106200,Belo Horizonte,2021,2324112.0264914343,14.658848599962308,-0.0041246678753719,0.0443518605080379,0.028868229773452908,4.537671232876712,0.4996066344070957,0.084420615145901,3.790892379893762,-0.0039694339356053,-0.9309024423240118
3106200,Belo Horizonte,2022,2306189.0,14.651106936556673,-0.0077416634056355,0.1467422636558111,0.018794209841431035,12.547260273972602,0.1840116327816385,0.1296943380046897,-3.1978929938480434,-0.0041246678753719,3.790892379893762
3303302,Niterói,2018,487136.6119300344,13.096299880037234,0.0190741165318453,-0.0541081874887892,-0.003853128576321392,6.580821917808219,0.1756681817475085,0.0416343962047243,0.5069864657783452,-0.0038731492438532,-0.652810507154248
3303302,Niterói,2019,485840.9881069817,13.093636664380892,-0.0026632156563408,-0.0106921819798646,-0.00031903442441926936,6.035616438356165,0.0100024686568744,0.0376786557813044,1.2173941180439165,0.0190741165318453,0.5069864657783452
3303302,Niterói,2020,484481.7609162738,13.090835064436712,-0.0028015999441812,0.0137177358786795,-0.008344999391419186,2.8866120218579234,0.2149768891333097,0.0407005696095064,0.7009093948614158,-0.0026632156563408,1.2173941180439165
3303302,Niterói,2021,483056.40025056485,13.087888696522644,-0.0029463679140668,-0.004584313521899,0.01848438400851011,4.537671232876712,0.4996066344070957,0.084420615145901,0.04559016694006246,-0.0028015999441812,0.7009093948614158
3303302,Niterói,2022,480085.0,13.081718450540004,-0.0061702459826413,0.1410119428585208,0.01645958528177302,12.547260273972602,0.1840116327816385,0.1296943380046897,0.6129246797582297,-0.0029463679140668,0.04559016694006246
3304557,Rio de Janeiro,2012,6292123.396867591,15.654809154676135,-0.0023521009863216,0.1499971819632386,0.010023961073522358,8.629781420765028,0.0296831700139987,0.0722192826050971,-0.039464587637946025,-0.0021390775909182,0.8267386564317452
3304557,Rio de Janeiro,2013,6282330.321619591,15.653251539936408,-0.0015576147397275,0.1034251799462855,0.004790260692984659,8.292465753424658,0.0425545197269852,0.0687742925648402,1.7076916370059525,-0.0023521009863216,-0.039464587637946025
3304557,Rio de Janeiro,2014,6256924.137535159,15.64919927049197,-0.004052269444438,0.0603627066186316,0.0026677644850870152,10.95890410958904,0.093451228518393,0.0778344935850494,0.011403343691979373,-0.0015576147397275,1.7076916370059525
3304557,Rio de Janeiro,2015,6230756.989804144,15.645008390573912,-0.0041908799180578,-0.0438743539703021,-0.012885111733835029,13.473287671232876,0.1860735386281631,0.0672075279456052,-0.32525934813397406,-0.004052269444438,0.011403343691979373
3304557,Rio de Janeiro,2016,6203912.091950608,15.640690633602196,-0.0043177569717158,-0.0883459027577555,-0.02296615391840635,14.17896174863388,0.0260811573385317,0.0721482376885793,0.6172956629347048,-0.0041908799180578,-0.32525934813397406
3304557,Rio de Janeiro,2017,6176374.713746736,15.636242041408863,-0.0044485921933326,-0.0715850941708429,-0.009641416325901018,10.154794520547943,-0.0353225274230802,0.0594540190399834,0.3624333968865301,-0.0043177569717158,0.6172956629347048
3304557,Rio de Janeiro,2018,6287284.474314363,15.654039814363545,0.0177977729546814,-0.0593513680975839,-0.0005937380462504187,6.580821917808219,0.1756681817475085,0.0416343962047243,0.39100301933498116,-0.0044485921933326,0.3624333968865301
3304557,Rio de Janeiro,2019,6266764.25651404,15.650770711858796,-0.0032691025047473,-0.0109115705224929,-0.0010916319363520122,6.035616438356165,0.0100024686568744,0.0376786557813044,1.0904525933308218,0.0177977729546814,0.39100301933498116
3304557,Rio de Janeiro,2020,6245201.934733992,15.647324036444816,-0.003446675413981,0.0077151341288677,-0.01343463363984462,2.8866120218579234,0.2149768891333097,0.0407005696095064,-0.37007042699128334,-0.0032691025047473,1.0904525933308218
