data,cidade,preco_cesta,codigo_ibge
2015-07-01,Porto Alegre,383.22,4314902
2015-08-01,Porto Alegre,387.83,4314902
2015-09-01,Porto Alegre,385.7,4314902
2015-10-01,Porto Alegre,380.8,4314902
2015-11-01,Porto Alegre,404.62,4314902
2015-12-01,Porto Alegre,418.82,4314902
2015-12-01,Porto Alegre,424.39,4314902
2016-01-01,Porto Alegre,432.64,4314902
2016-02-01,Porto Alegre,416.82,4314902
2016-03-01,Porto Alegre,420.9,4314902
2016-04-01,Porto Alegre,426.93,4314902
2016-05-01,Porto Alegre,443.46,4314902
2016-06-01,Porto Alegre,465.03,4314902
2016-07-01,Porto Alegre,468.78,4314902
2016-08-01,Porto Alegre,474.34,4314902
2016-09-01,Porto Alegre,477.69,4314902
2016-10-01,Porto Alegre,478.07,4314902
2016-11-01,Porto Alegre,469.04,4314902
2016-12-01,Porto Alegre,459.02,4314902
2017-01-01,Porto Alegre,453.67,4314902
2017-02-01,Porto Alegre,435.51,4314902
2017-03-01,Porto Alegre,437.22,4314902
2017-04-01,Porto Alegre,464.19,4314902
2017-05-01,Porto Alegre,460.65,4314902
2017-06-01,Porto Alegre,443.66,4314902
2017-07-01,Porto Alegre,453.56,4314902
2017-08-01,Porto Alegre,445.76,4314902
2017-09-01,Porto Alegre,436.68,4314902
2017-10-01,Porto Alegre,446.87,4314902
2017-11-01,Porto Alegre,444.16,4314902
2017-12-01,Porto Alegre,426.74,4314902
2018-01-01,Porto Alegre,446.69,4314902
2018-02-01,Porto Alegre,434.5,4314902
2018-03-01,Porto Alegre,434.7,4314902
2018-04-01,Porto Alegre,430.29,4314902
2018-05-01,Porto Alegre,437.73,4314902
2018-06-01,Porto Alegre,452.81,4314902
2018-07-01,Porto Alegre,435.02,4314902
2018-08-01,Porto Alegre,419.81,4314902
2018-09-01,Porto Alegre,423.01,4314902
2018-10-01,Porto Alegre,449.89,4314902
2018-11-01,Porto Alegre,463.09,4314902
2018-12-01,Porto Alegre,464.72,4314902
2019-01-01,Porto Alegre,441.65,4314902
2019-02-01,Porto Alegre,449.95,4314902
2019-03-01,Porto Alegre,479.53,4314902
2019-04-01,Porto Alegre,499.38,4314902
2019-05-01,Porto Alegre,496.13,4314902
2019-06-01,Porto Alegre,498.41,4314902
2019-07-01,Porto Alegre,493.22,4314902
2019-08-01,Porto Alegre,469.17,4314902
2019-09-01,Porto Alegre,458.29,4314902
2019-10-01,Porto Alegre,463.24,4314902
2019-11-01,Porto Alegre,453.82,4314902
2019-12-01,Porto Alegre,506.3,4314902
2020-01-01,Porto Alegre,502.98,4314902
2020-02-01,Porto Alegre,492.83,4314902
2020-03-01,Porto Alegre,497.88,4314902
2020-04-01,Porto Alegre,527.01,4314902
2020-05-01,Porto Alegre,518.63,4314902
2020-06-01,Porto Alegre,512.4,4314902
2020-07-01,Porto Alegre,511.22,4314902
2020-08-01,Porto Alegre,528.61,4314902
2020-09-01,Porto Alegre,552.86,4314902
2020-10-01,Porto Alegre,581.39,4314902
2020-11-01,Porto Alegre,617.03,4314902
2020-12-01,Porto Alegre,615.66,4314902
2021-01-01,Porto Alegre,626.25,4314902
2021-02-01,Porto Alegre,632.67,4314902
2021-03-01,Porto Alegre,623.37,4314902
2021-04-01,Porto Alegre,626.11,4314902
2021-05-01,Porto Alegre,636.96,4314902
2021-06-01,Porto Alegre,642.31,4314902
2021-07-01,Porto Alegre,656.92,4314902
2021-08-01,Porto Alegre,664.67,4314902
2021-09-01,Porto Alegre,672.39,4314902
2021-10-01,Porto Alegre,691.08,4314902
2021-11-01,Porto Alegre,685.32,4314902
2021-12-01,Porto Alegre,682.9,4314902
2022-01-01,Porto Alegre,673.0,4314902
2022-02-01,Porto Alegre,695.91,4314902
2022-03-01,Porto Alegre,734.28,4314902
2022-04-01,Porto Alegre,780.86,4314902
2022-05-01,Porto Alegre,768.76,4314902
2022-06-01,Porto Alegre,754.19,4314902
2022-07-01,Porto Alegre,752.84,4314902
2022-08-01,Porto Alegre,748.06,4314902
2022-09-01,Porto Alegre,743.94,4314902
2022-10-01,Porto Alegre,768.82,4314902
2022-11-01,Porto Alegre,781.52,4314902
2022-12-01,Porto Alegre,765.63,4314902
2023-01-01,Porto Alegre,757.33,4314902
2010-01-01,Belém,204.62,1501402
2010-02-01,Belém,204.93,1501402
2010-03-01,Belém,215.72,1501402
2010-04-01,Belém,227.04,1501402
2010-05-01,Belém,221.74,1501402
2010-06-01,Belém,215.22,1501402
2010-07-01,Belém,215.32,1501402
2010-08-01,Belém,207.97,1501402
2010-09-01,Belém,211.31,1501402
2010-10-01,Belém,219.57,1501402
2010-11-01,Belém,224.0,1501402
2010-12-01,Belém,226.09,1501402
2011-01-01,Belém,228.55,1501402
2011-02-01,Belém,228.94,1501402
2011-03-01,Belém,232.76,1501402
2011-04-01,Belém,231.4,1501402
2011-05-01,Belém,229.62,1501402
2011-06-01,Belém,232.63,1501402
2011-07-01,Belém,233.14,1501402
2011-08-01,Belém,235.66,1501402
2011-09-01,Belém,235.75,1501402
2011-10-01,Belém,237.85,1501402
2011-11-01,Belém,242.82,1501402
2011-12-01,Belém,243.75,1501402
2012-01-01,Belém,248.77,1501402
2012-02-01,Belém,248.84,1501402
2012-03-01,Belém,245.07,1501402
2012-04-01,Belém,248.41,1501402
2012-05-01,Belém,250.61,1501402
2012-06-01,Belém,252.97,1501402
2012-07-01,Belém,259.89,1501402
2012-08-01,Belém,262.33,1501402
2012-09-01,Belém,262.4,1501402
2012-10-01,Belém,268.58,1501402
2012-11-01,Belém,270.22,1501402
2012-12-01,Belém,271.58,1501402
2013-01-01,Belém,280.51,1501402
2013-02-01,Belém,286.7,1501402
2013-03-01,Belém,291.86,1501402
2013-04-01,Belém,307.18,1501402
2013-05-01,Belém,308.77,1501402
2013-06-01,Belém,309.01,1501402
2013-07-01,Belém,299.07,1501402
2013-08-01,Belém,296.11,1501402
2013-09-01,Belém,292.35,1501402
2013-10-01,Belém,293.2,1501402
2013-11-01,Belém,296.05,1501402
2013-12-01,Belém,296.34,1501402
2014-01-01,Belém,296.39,1501402
2014-02-01,Belém,298.86,1501402
2014-03-01,Belém,308.45,1501402
2014-04-01,Belém,310.91,1501402
2014-05-01,Belém,315.08,1501402
2014-06-01,Belém,318.46,1501402
2014-07-01,Belém,308.37,1501402
2014-08-01,Belém,301.52,1501402
2014-09-01,Belém,298.68,1501402
2014-10-01,Belém,298.64,1501402
2014-11-01,Belém,302.28,1501402
2014-12-01,Belém,307.63,1501402
2015-01-01,Belém,310.78,1501402
2015-02-01,Belém,314.89,1501402
2015-03-01,Belém,320.02,1501402
2015-04-01,Belém,322.81,1501402
2015-05-01,Belém,338.92,1501402
2015-06-01,Belém,356.24,1501402
2015-07-01,Belém,339.27,1501402
2015-08-01,Belém,334.45,1501402
2015-09-01,Belém,319.2,1501402
2015-10-01,Belém,321.72,1501402
2015-11-01,Belém,325.69,1501402
2015-12-01,Belém,351.38,1501402
2015-12-01,Belém,351.94,1501402
2016-01-01,Belém,374.5,1501402
2016-02-01,Belém,406.86,1501402
2016-03-01,Belém,413.87,1501402
2016-04-01,Belém,412.51,1501402
2016-05-01,Belém,402.97,1501402
2016-06-01,Belém,419.28,1501402
2016-07-01,Belém,416.75,1501402
2016-08-01,Belém,421.33,1501402
2016-09-01,Belém,424.43,1501402
2016-10-01,Belém,425.03,1501402
2016-11-01,Belém,415.86,1501402
2016-12-01,Belém,410.71,1501402
2017-01-01,Belém,406.4,1501402
2017-02-01,Belém,395.57,1501402
2017-03-01,Belém,394.21,1501402
2017-04-01,Belém,398.12,1501402
2017-05-01,Belém,402.76,1501402
2017-06-01,Belém,393.01,1501402
2017-07-01,Belém,388.67,1501402
2017-08-01,Belém,375.82,1501402
2017-09-01,Belém,369.89,1501402
2017-10-01,Belém,367.03,1501402
2017-11-01,Belém,358.74,1501402
2017-12-01,Belém,356.67,1501402
2018-01-01,Belém,366.99,1501402
2018-02-01,Belém,379.36,1501402
2018-03-01,Belém,367.06,1501402
2018-04-01,Belém,366.19,1501402
2018-05-01,Belém,367.56,1501402
2018-06-01,Belém,381.65,1501402
2018-07-01,Belém,361.11,1501402
2018-08-01,Belém,360.3,1501402
2018-09-01,Belém,359.51,1501402
2018-10-01,Belém,361.7,1501402
2018-11-01,Belém,372.24,1501402
2018-12-01,Belém,382.31,1501402
2019-01-01,Belém,384.78,1501402
2019-02-01,Belém,383.76,1501402
2019-03-01,Belém,408.67,1501402
2019-04-01,Belém,423.17,1501402
2019-05-01,Belém,418.05,1501402
2019-06-01,Belém,407.67,1501402
2019-07-01,Belém,403.35,1501402
2019-08-01,Belém,393.94,1501402
2019-09-01,Belém,382.11,1501402
2019-10-01,Belém,377.37,1501402
2019-11-01,Belém,381.28,1501402
2019-12-01,Belém,414.13,1501402
2020-01-01,Belém,415.56,1501402
2020-02-01,Belém,432.95,1501402
2020-03-01,Belém,418.8,1501402
2020-04-01,Belém,434.19,1501402
2020-05-01,Belém,453.36,1501402
2020-06-01,Belém,453.87,1501402
2020-07-01,Belém,440.99,1501402
2020-08-01,Belém,441.51,1501402
2020-09-01,Belém,459.21,1501402
2020-10-01,Belém,468.22,1501402
2020-11-01,Belém,486.5,1501402
2020-12-01,Belém,500.89,1501402
2021-01-01,Belém,507.31,1501402
2021-02-01,Belém,512.95,1501402
2021-03-01,Belém,515.77,1501402
2021-04-01,Belém,505.87,1501402
2021-05-01,Belém,515.84,1501402
2021-06-01,Belém,518.53,1501402
2021-07-01,Belém,522.66,1501402
2021-08-01,Belém,530.13,1501402
2021-09-01,Belém,532.56,1501402
2021-10-01,Belém,538.44,1501402
2021-11-01,Belém,550.64,1501402
2021-12-01,Belém,556.87,1501402
2022-01-01,Belém,563.97,1501402
2022-02-01,Belém,574.86,1501402
2022-03-01,Belém,585.91,1501402
2022-04-01,Belém,610.31,1501402
2022-05-01,Belém,628.58,1501402
2022-06-01,Belém,632.26,1501402
2022-07-01,Belém,633.14,1501402
2022-08-01,Belém,634.85,1501402
2022-09-01,Belém,622.46,1501402
2022-10-01,Belém,615.22,1501402
2022-11-01,Belém,624.29,1501402
2022-12-01,Belém,639.44,1501402
2023-01-01,Belém,654.81,1501402
2015-12-01,Boa Vista,363.9,1400100
2016-01-01,Boa Vista,389.93,1400100
2016-02-01,Boa Vista,403.83,1400100
2016-03-01,Boa Vista,375.37,1400100
2016-04-01,Boa Vista,384.82,1400100
2016-05-01,Boa Vista,396.88,1400100
2016-06-01,Boa Vista,409.97,1400100
2016-07-01,Boa Vista,442.83,1400100
2016-08-01,Boa Vista,441.6,1400100
2016-09-01,Boa Vista,444.04,1400100
2016-10-01,Boa Vista,441.05,1400100
2016-11-01,Boa Vista,408.63,1400100
2016-12-01,Boa Vista,395.69,1400100
2017-01-01,Boa Vista,380.09,1400100
2017-02-01,Boa Vista,367.34,1400100
2017-03-01,Boa Vista,371.49,1400100
2017-04-01,Boa Vista,388.99,1400100
2017-05-01,Boa Vista,387.98,1400100
2017-06-01,Boa Vista,383.99,1400100
2017-07-01,Boa Vista,372.23,1400100
2017-08-01,Boa Vista,377.45,1400100
2015-12-01,Macapá,341.77,1600303
2016-01-01,Macapá,354.21,1600303
2016-02-01,Macapá,385.85,1600303
2016-03-01,Macapá,372.52,1600303
2016-04-01,Macapá,380.78,1600303
2016-05-01,Macapá,378.35,1600303
2016-06-01,Macapá,387.44,1600303
2016-07-01,Macapá,393.72,1600303
2016-08-01,Macapá,405.18,1600303
2016-09-01,Macapá,384.2,1600303
2016-10-01,Macapá,379.32,1600303
2016-11-01,Macapá,379.82,1600303
2016-12-01,Macapá,370.27,1600303
2017-01-01,Macapá,365.41,1600303
2017-02-01,Macapá,358.78,1600303
2017-03-01,Macapá,362.13,1600303
2017-04-01,Macapá,368.29,1600303
2017-05-01,Macapá,369.38,1600303
2017-06-01,Macapá,370.95,1600303
2017-07-01,Macapá,365.49,1600303
2017-08-01,Macapá,359.61,1600303
2010-01-01,Manaus,216.53,1302603
2010-02-01,Manaus,223.9,1302603
2010-03-01,Manaus,231.31,1302603
2010-04-01,Manaus,241.52,1302603
2010-05-01,Manaus,249.39,1302603
2010-06-01,Manaus,236.57,1302603
2010-07-01,Manaus,233.0,1302603
2010-08-01,Manaus,226.26,1302603
2010-09-01,Manaus,228.76,1302603
2010-10-01,Manaus,229.28,1302603
2010-11-01,Manaus,250.56,1302603
2010-12-01,Manaus,252.06,1302603
2011-01-01,Manaus,255.8,1302603
2011-02-01,Manaus,252.75,1302603
2011-03-01,Manaus,251.38,1302603
2011-04-01,Manaus,247.92,1302603
2011-05-01,Manaus,245.54,1302603
2011-06-01,Manaus,250.3,1302603
2011-07-01,Manaus,249.49,1302603
2011-08-01,Manaus,248.1,1302603
2011-09-01,Manaus,249.38,1302603
2011-10-01,Manaus,251.58,1302603
2011-11-01,Manaus,258.32,1302603
2011-12-01,Manaus,255.79,1302603
2012-01-01,Manaus,258.52,1302603
2012-02-01,Manaus,252.93,1302603
2012-03-01,Manaus,257.41,1302603
2012-04-01,Manaus,267.19,1302603
2012-05-01,Manaus,272.86,1302603
2012-06-01,Manaus,273.73,1302603
2012-07-01,Manaus,279.06,1302603
2012-08-01,Manaus,280.81,1302603
2012-09-01,Manaus,287.82,1302603
2012-10-01,Manaus,298.22,1302603
2012-11-01,Manaus,284.85,1302603
2012-12-01,Manaus,290.27,1302603
2013-01-01,Manaus,301.73,1302603
2013-02-01,Manaus,314.18,1302603
2013-03-01,Manaus,328.49,1302603
2013-04-01,Manaus,339.64,1302603
2013-05-01,Manaus,322.98,1302603
2013-06-01,Manaus,316.29,1302603
2013-07-01,Manaus,310.52,1302603
2013-08-01,Manaus,305.78,1302603
2013-09-01,Manaus,304.33,1302603
2013-10-01,Manaus,300.59,1302603
2013-11-01,Manaus,307.39,1302603
2013-12-01,Manaus,307.71,1302603
2014-01-01,Manaus,323.22,1302603
2014-02-01,Manaus,312.09,1302603
2014-03-01,Manaus,308.19,1302603
2014-04-01,Manaus,309.66,1302603
2014-05-01,Manaus,313.12,1302603
2014-06-01,Manaus,332.15,1302603
2014-07-01,Manaus,326.85,1302603
2014-08-01,Manaus,301.72,1302603
2014-09-01,Manaus,302.49,1302603
2014-10-01,Manaus,306.69,1302603
2014-11-01,Manaus,311.42,1302603
2014-12-01,Manaus,320.7,1302603
2015-01-01,Manaus,317.84,1302603
2015-02-01,Manaus,321.29,1302603
2015-03-01,Manaus,337.11,1302603
2015-04-01,Manaus,331.28,1302603
2015-05-01,Manaus,343.78,1302603
2015-06-01,Manaus,352.35,1302603
2015-07-01,Manaus,340.84,1302603
2015-08-01,Manaus,340.59,1302603
2015-09-01,Manaus,335.73,1302603
2015-10-01,Manaus,337.42,1302603
2015-11-01,Manaus,352.87,1302603
2015-12-01,Manaus,357.29,1302603
2015-12-01,Manaus,367.79,1302603
2016-01-01,Manaus,405.72,1302603
2016-02-01,Manaus,437.86,1302603
2016-03-01,Manaus,381.52,1302603
2016-04-01,Manaus,383.72,1302603
2016-05-01,Manaus,386.08,1302603
2016-06-01,Manaus,384.0,1302603
2016-07-01,Manaus,404.22,1302603
2016-08-01,Manaus,401.5,1302603
2016-09-01,Manaus,401.44,1302603
2016-10-01,Manaus,409.88,1302603
2016-11-01,Manaus,394.21,1302603
2016-12-01,Manaus,395.08,1302603
2017-01-01,Manaus,395.79,1302603
2017-02-01,Manaus,375.44,1302603
2017-03-01,Manaus,371.93,1302603
2017-04-01,Manaus,373.98,1302603
2017-05-01,Manaus,374.92,1302603
2017-06-01,Manaus,368.09,1302603
2017-07-01,Manaus,361.44,1302603
2017-08-01,Manaus,357.97,1302603
2017-09-01,Manaus,355.47,1302603
2017-10-01,Manaus,349.19,1302603
2017-11-01,Manaus,345.66,1302603
2017-12-01,Manaus,347.47,1302603
2018-01-01,Manaus,356.48,1302603
2018-02-01,Manaus,357.05,1302603
2018-03-01,Manaus,358.28,1302603
2018-04-01,Manaus,360.65,1302603
2018-05-01,Manaus,357.71,1302603
2018-06-01,Manaus,367.89,1302603
2018-07-01,Manaus,355.17,1302603
2018-08-01,Manaus,360.17,1302603
2015-12-01,Palmas,346.02,1721000
2016-01-01,Palmas,395.31,1721000
2016-02-01,Palmas,364.49,1721000
2016-03-01,Palmas,376.93,1721000
2016-04-01,Palmas,365.75,1721000
2016-05-01,Palmas,369.86,1721000
2016-06-01,Palmas,392.05,1721000
2016-07-01,Palmas,404.27,1721000
2016-08-01,Palmas,410.84,1721000
2016-09-01,Palmas,411.86,1721000
2016-10-01,Palmas,404.6,1721000
2016-11-01,Palmas,390.48,1721000
2016-12-01,Palmas,383.09,1721000
2017-01-01,Palmas,377.72,1721000
2017-02-01,Palmas,370.0,1721000
2017-03-01,Palmas,373.56,1721000
2017-04-01,Palmas,392.85,1721000
2017-05-01,Palmas,376.15,1721000
2017-06-01,Palmas,362.85,1721000
2017-07-01,Palmas,369.41,1721000
2015-12-01,Porto Velho,347.47,1100205
2016-01-01,Porto Velho,365.79,1100205
2016-02-01,Porto Velho,359.68,1100205
2016-03-01,Porto Velho,354.29,1100205
2016-04-01,Porto Velho,354.21,1100205
2016-05-01,Porto Velho,360.81,1100205
2016-06-01,Porto Velho,390.22,1100205
2016-07-01,Porto Velho,388.05,1100205
2016-08-01,Porto Velho,395.84,1100205
2016-09-01,Porto Velho,389.22,1100205
2016-10-01,Porto Velho,397.71,1100205
2016-11-01,Porto Velho,387.71,1100205
2016-12-01,Porto Velho,377.69,1100205
2017-01-01,Porto Velho,373.43,1100205
2017-02-01,Porto Velho,365.89,1100205
2017-03-01,Porto Velho,372.96,1100205
2017-04-01,Porto Velho,383.96,1100205
2017-05-01,Porto Velho,385.76,1100205
2017-06-01,Porto Velho,381.14,1100205
2017-07-01,Porto Velho,385.17,1100205
2017-08-01,Porto Velho,376.84,1100205
2015-12-01,Rio Branco,310.96,1200401
2016-01-01,Rio Branco,341.53,1200401
2016-02-01,Rio Branco,349.22,1200401
2016-03-01,Rio Branco,342.66,1200401
2016-04-01,Rio Branco,343.86,1200401
2016-05-01,Rio Branco,335.31,1200401
2016-06-01,Rio Branco,358.88,1200401
2016-07-01,Rio Branco,371.94,1200401
2016-08-01,Rio Branco,377.16,1200401
2016-09-01,Rio Branco,372.13,1200401
2016-10-01,Rio Branco,379.34,1200401
2016-11-01,Rio Branco,380.74,1200401
2016-12-01,Rio Branco,384.44,1200401
2017-01-01,Rio Branco,335.15,1200401
2017-02-01,Rio Branco,330.58,1200401
2017-03-01,Rio Branco,323.34,1200401
2017-04-01,Rio Branco,333.18,1200401
2017-05-01,Rio Branco,333.15,1200401
2017-06-01,Rio Branco,333.35,1200401
2017-07-01,Rio Branco,332.06,1200401
2010-01-01,Aracaju,169.13,2800308
2010-02-01,Aracaju,169.57,2800308
2010-03-01,Aracaju,181.7,2800308
2010-04-01,Aracaju,184.97,2800308
2010-05-01,Aracaju,187.1,2800308
2010-06-01,Aracaju,184.17,2800308
2010-07-01,Aracaju,181.04,2800308
2010-08-01,Aracaju,174.96,2800308
2010-09-01,Aracaju,173.56,2800308
2010-10-01,Aracaju,172.4,2800308
2010-11-01,Aracaju,179.78,2800308
2010-12-01,Aracaju,175.88,2800308
2011-01-01,Aracaju,182.76,2800308
2011-02-01,Aracaju,190.66,2800308
2011-03-01,Aracaju,192.35,2800308
2011-04-01,Aracaju,185.88,2800308
2011-05-01,Aracaju,186.67,2800308
2011-06-01,Aracaju,183.24,2800308
2011-07-01,Aracaju,184.01,2800308
2011-08-01,Aracaju,187.73,2800308
2011-09-01,Aracaju,183.61,2800308
2011-10-01,Aracaju,182.68,2800308
2011-11-01,Aracaju,181.79,2800308
2011-12-01,Aracaju,182.22,2800308
2012-01-01,Aracaju,187.88,2800308
2012-02-01,Aracaju,188.59,2800308
2012-03-01,Aracaju,192.41,2800308
2012-04-01,Aracaju,192.52,2800308
2012-05-01,Aracaju,199.26,2800308
2012-06-01,Aracaju,199.7,2800308
2012-07-01,Aracaju,208.14,2800308
2012-08-01,Aracaju,212.99,2800308
2012-09-01,Aracaju,207.8,2800308
2012-10-01,Aracaju,206.03,2800308
2012-11-01,Aracaju,205.63,2800308
2012-12-01,Aracaju,204.06,2800308
2013-01-01,Aracaju,231.8,2800308
2013-02-01,Aracaju,238.4,2800308
2013-03-01,Aracaju,245.94,2800308
2013-04-01,Aracaju,247.72,2800308
2013-05-01,Aracaju,240.72,2800308
2013-06-01,Aracaju,248.07,2800308
2013-07-01,Aracaju,239.36,2800308
2013-08-01,Aracaju,233.19,2800308
2013-09-01,Aracaju,220.68,2800308
2013-10-01,Aracaju,222.55,2800308
2013-11-01,Aracaju,218.71,2800308
2013-12-01,Aracaju,216.78,2800308
2014-01-01,Aracaju,214.19,2800308
2014-02-01,Aracaju,225.57,2800308
2014-03-01,Aracaju,225.82,2800308
2014-04-01,Aracaju,238.04,2800308
2014-05-01,Aracaju,241.72,2800308
2014-06-01,Aracaju,247.64,2800308
2014-07-01,Aracaju,239.72,2800308
2014-08-01,Aracaju,230.52,2800308
2014-09-01,Aracaju,233.18,2800308
2014-10-01,Aracaju,232.82,2800308
2014-11-01,Aracaju,241.72,2800308
2014-12-01,Aracaju,245.7,2800308
2015-01-01,Aracaju,264.84,2800308
2015-02-01,Aracaju,264.67,2800308
2015-03-01,Aracaju,273.21,2800308
2015-04-01,Aracaju,281.61,2800308
2015-05-01,Aracaju,277.16,2800308
2015-06-01,Aracaju,275.42,2800308
2015-07-01,Aracaju,285.44,2800308
2015-08-01,Aracaju,283.02,2800308
2015-09-01,Aracaju,280.26,2800308
2015-10-01,Aracaju,282.87,2800308
2015-11-01,Aracaju,291.8,2800308
2015-12-01,Aracaju,296.82,2800308
2015-12-01,Aracaju,305.75,2800308
2016-01-01,Aracaju,350.73,2800308
2016-02-01,Aracaju,362.09,2800308
2016-03-01,Aracaju,349.32,2800308
2016-04-01,Aracaju,348.24,2800308
2016-05-01,Aracaju,344.83,2800308
2016-06-01,Aracaju,376.73,2800308
2016-07-01,Aracaju,379.29,2800308
2016-08-01,Aracaju,370.7,2800308
2016-09-01,Aracaju,372.29,2800308
2016-10-01,Aracaju,378.17,2800308
2016-11-01,Aracaju,368.52,2800308
2016-12-01,Aracaju,349.68,2800308
2017-01-01,Aracaju,357.32,2800308
2017-02-01,Aracaju,344.72,2800308
2017-03-01,Aracaju,351.81,2800308
2017-04-01,Aracaju,363.87,2800308
2017-05-01,Aracaju,371.0,2800308
2017-06-01,Aracaju,365.55,2800308
2017-07-01,Aracaju,364.27,2800308
2017-08-01,Aracaju,353.85,2800308
2017-09-01,Aracaju,344.16,2800308
2017-10-01,Aracaju,340.37,2800308
2017-11-01,Aracaju,341.09,2800308
2017-12-01,Aracaju,340.02,2800308
2018-01-01,Aracaju,349.97,2800308
2018-02-01,Aracaju,341.59,2800308
2018-03-01,Aracaju,339.77,2800308
2018-04-01,Aracaju,342.39,2800308
2018-05-01,Aracaju,349.29,2800308
2018-06-01,Aracaju,349.55,2800308
2018-07-01,Aracaju,344.89,2800308
2018-08-01,Aracaju,344.92,2800308
2018-09-01,Aracaju,342.34,2800308
2018-10-01,Aracaju,342.5,2800308
2018-11-01,Aracaju,349.76,2800308
2018-12-01,Aracaju,358.75,2800308
2019-01-01,Aracaju,356.56,2800308
2019-02-01,Aracaju,379.61,2800308
2019-03-01,Aracaju,385.62,2800308
2019-04-01,Aracaju,404.68,2800308
2019-05-01,Aracaju,408.16,2800308
2019-06-01,Aracaju,383.09,2800308
2019-07-01,Aracaju,359.95,2800308
2019-08-01,Aracaju,337.96,2800308
2019-09-01,Aracaju,328.7,2800308
2019-10-01,Aracaju,325.01,2800308
2019-11-01,Aracaju,325.4,2800308
2019-12-01,Aracaju,351.97,2800308
2020-01-01,Aracaju,368.69,2800308
2020-02-01,Aracaju,371.22,2800308
2020-03-01,Aracaju,390.2,2800308
2020-04-01,Aracaju,401.37,2800308
2020-05-01,Aracaju,400.15,2800308
2020-06-01,Aracaju,420.03,2800308
2020-07-01,Aracaju,392.75,2800308
2020-08-01,Aracaju,398.47,2800308
2020-09-01,Aracaju,427.11,2800308
2020-10-01,Aracaju,442.26,2800308
2020-11-01,Aracaju,451.32,2800308
2020-12-01,Aracaju,453.16,2800308
2021-01-01,Aracaju,450.84,2800308
2021-02-01,Aracaju,445.9,2800308
2021-03-01,Aracaju,468.79,2800308
2021-04-01,Aracaju,469.66,2800308
2021-05-01,Aracaju,468.43,2800308
2021-06-01,Aracaju,470.97,2800308
2021-07-01,Aracaju,488.42,2800308
2021-08-01,Aracaju,456.4,2800308
2021-09-01,Aracaju,454.03,2800308
2021-10-01,Aracaju,464.17,2800308
2021-11-01,Aracaju,473.26,2800308
2021-12-01,Aracaju,478.05,2800308
2022-01-01,Aracaju,507.82,2800308
2022-02-01,Aracaju,516.82,2800308
2022-03-01,Aracaju,524.99,2800308
2022-04-01,Aracaju,551.47,2800308
2022-05-01,Aracaju,548.38,2800308
2022-06-01,Aracaju,549.91,2800308
2022-07-01,Aracaju,542.5,2800308
2022-08-01,Aracaju,539.57,2800308
2022-09-01,Aracaju,518.68,2800308
2022-10-01,Aracaju,515.51,2800308
2022-11-01,Aracaju,511.97,2800308
2022-12-01,Aracaju,521.05,2800308
2023-01-01,Aracaju,555.28,2800308
2010-01-01,Fortaleza,175.86,2304400
2010-02-01,Fortaleza,176.89,2304400
2010-03-01,Fortaleza,182.43,2304400
2010-04-01,Fortaleza,187.21,2304400
2010-05-01,Fortaleza,185.73,2304400
2010-06-01,Fortaleza,181.92,2304400
2010-07-01,Fortaleza,181.73,2304400
2010-08-01,Fortaleza,179.5,2304400
2010-09-01,Fortaleza,185.12,2304400
2010-10-01,Fortaleza,193.38,2304400
2010-11-01,Fortaleza,208.91,2304400
2010-12-01,Fortaleza,205.65,2304400
2011-01-01,Fortaleza,216.45,2304400
2011-02-01,Fortaleza,213.75,2304400
2011-03-01,Fortaleza,218.89,2304400
2011-04-01,Fortaleza,212.62,2304400
2011-05-01,Fortaleza,218.01,2304400
2011-06-01,Fortaleza,225.94,2304400
2011-07-01,Fortaleza,214.71,2304400
2011-08-01,Fortaleza,206.13,2304400
2011-09-01,Fortaleza,203.2,2304400
2011-10-01,Fortaleza,198.68,2304400
2011-11-01,Fortaleza,206.44,2304400
2011-12-01,Fortaleza,215.21,2304400
2012-01-01,Fortaleza,218.06,2304400
2012-02-01,Fortaleza,214.23,2304400
2012-03-01,Fortaleza,211.39,2304400
2012-04-01,Fortaleza,218.87,2304400
2012-05-01,Fortaleza,234.0,2304400
2012-06-01,Fortaleza,235.7,2304400
2012-07-01,Fortaleza,240.8,2304400
2012-08-01,Fortaleza,245.75,2304400
2012-09-01,Fortaleza,248.79,2304400
2012-10-01,Fortaleza,255.11,2304400
2012-11-01,Fortaleza,244.55,2304400
2012-12-01,Fortaleza,252.78,2304400
2013-01-01,Fortaleza,258.32,2304400
2013-02-01,Fortaleza,276.98,2304400
2013-03-01,Fortaleza,280.69,2304400
2013-04-01,Fortaleza,291.08,2304400
2013-05-01,Fortaleza,296.82,2304400
2013-06-01,Fortaleza,292.86,2304400
2013-07-01,Fortaleza,275.27,2304400
2013-08-01,Fortaleza,264.38,2304400
2013-09-01,Fortaleza,258.37,2304400
2013-10-01,Fortaleza,260.25,2304400
2013-11-01,Fortaleza,269.28,2304400
2013-12-01,Fortaleza,273.47,2304400
2014-01-01,Fortaleza,274.6,2304400
2014-02-01,Fortaleza,269.81,2304400
2014-03-01,Fortaleza,286.41,2304400
2014-04-01,Fortaleza,288.42,2304400
2014-05-01,Fortaleza,304.06,2304400
2014-06-01,Fortaleza,298.01,2304400
2014-07-01,Fortaleza,287.19,2304400
2014-08-01,Fortaleza,278.68,2304400
2014-09-01,Fortaleza,277.37,2304400
